C:\Users\ryuk\.spyder-py3\images\wind\wind0,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind1,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind2,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind3,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind4,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind5,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind6,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind7,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind8,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind9,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind10,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind11,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind12,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind13,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind14,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind15,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind16,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind17,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind18,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind19,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind20,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind21,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind22,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind23,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind24,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind25,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind26,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind27,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind28,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind29,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind30,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind31,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind32,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind33,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind34,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind35,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind36,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind37,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind38,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind39,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind40,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind41,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind42,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind43,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind44,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind45,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind46,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind47,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind48,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind49,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind50,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind51,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind52,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind53,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind54,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind55,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind56,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind57,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind58,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind59,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind60,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind61,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind62,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind63,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind64,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind65,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind66,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind67,wind,0
C:\Users\ryuk\.spyder-py3\images\wind\wind68,wind,0
